ID,Immagine,Titolo,Descrizione,Anno di collocazione,Autrice/autore,Crediti fotografici,Crediti fotografici link,Tipologia personaggio,Latitude,Longitude,
122,https://github.com/dersuchendee/Mappa_immagini/blob/main/122.jpg?raw=true,Monumento alla Lavandaia,"Intende omaggiare la professione tipica della frazione, luogo in cui i fiorentini portavano i panni a lavare. L’autore ha definito l’opera “omaggio non solo alla figura della donna, moglie, madre, lavoratrice instancabile, ma a tutto il paese”.",2009,Silvano Porcinai,,http://www.cnatoscana.it/dedicato-a-il-mestiere-del-lavandaio-tra-storia-e-cultura-lo-stand-della-cna-a-expodetergo/,Figura anonima collettiva,"43,7239988","11,2933741",
123,https://github.com/dersuchendee/Mappa_immagini/blob/main/123.jpg?raw=true,Monumento alle donne della Resistenza,Le donne sono raffigurate nell’atto di trasportare faticosamente alcuni sacchi.,/,/,di Piero Cocconi,https://resistenzatoscana.org/monumenti/carrara/monumento_alle_donne_della_resistenza/,Figura anonima collettiva,"44,0773005","10,0969847",
124,https://github.com/dersuchendee/Mappa_immagini/blob/main/124.jpg?raw=true,Sante Attinia e Greciniana,"Sante sorelle, martiri a Volterra nel 303. La loro sepoltura venne ritrovata dai monaci camaldolesi nel 1140.",/,Flavio Melani,,https://www.radiorobinson.it/2019/10/13/sattinia-e-greciniana-conosciamole-meglio/,Personaggio realmente esistito,"43,4039247","10,8562625",
125,https://github.com/dersuchendee/Mappa_immagini/blob/main/125.jpg?raw=true,Monumento alle fiascaie,Omaggia la professione femminile tipica della zona.,2005,Salvatore Cipolla,,"https://www.google.it/maps/@43.6027482,10.971579,3a,15y,203.79h,90.02t/data=!3m6!1e1!3m4!1sS_nxFA9-298ShSkfSelECg!2e0!7i16384!8i8192",Figura anonima collettiva,"43,6025352","10,9715132",
126,https://github.com/dersuchendee/Mappa_immagini/blob/main/126.jpg?raw=true,Fiascaia,Omaggia la professione femminile tipica della zona.,2015,Francesco Nesi,,https://www.comune.pontassieve.fi.it/rete-civica/un-monumento-per-le-fiascaie,Figura anonima collettiva,"43,7741793","11,4396818",
127,https://github.com/dersuchendee/Mappa_immagini/blob/main/127.jpg?raw=true,Monumento a Maria Luisa Borbone,"Infanta di Spagna, regina consorte d'Etruria e duchessa regnante di Lucca dal 1817 alla morte (1782-1824). Il monumento, commissionato dal figlio Carlo Ludovico, la rappresenta accompagnata da un genio. Dei bassorilievi vennero commissionati a Vincenzo Consani, ma non furono mai collocati, probabilmente per il trasferimento del committente a Parma.",1843,Lorenzo Bartolini,"di Davide Papalini, CC BY-SA 3.0",https://commons.wikimedia.org/wiki/File:Lucca-Palazzo_Ducale-statua_Maria_Luisa_di_Borbone-Spagna.jpg,Personaggio realmente esistito,"43,8412389","10,5023417",
128,https://github.com/dersuchendee/Mappa_immagini/blob/main/128.jpg?raw=true,Alla Donna alle tradizioni,Raffigura una donna che insegna a una ragazzina il ricamo a tombolo.,2007,Franco Alessandrini,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=14697,Figura anonima collettiva,"43,4657175","11,8784099",
129,https://github.com/dersuchendee/Mappa_immagini/blob/main/129.jpg?raw=true,Monumento a Maria Beatrice d’Este,Duchessa di Massa e principessa di Carrara dal 1790 al 1796 e dal 1814 alla morte (1750-1829). È rappresentata come Giunone; il basamento è opera di autori diversi e include una fontana.,1824,Pietro Fontana,"di Davide Papalini - Opera propria, CC BY-SA 3.0",https://commons.wikimedia.org/w/index.php?curid=16267083,Personaggio realmente esistito,"44,0796987","10,0978275",
130,https://github.com/dersuchendee/Mappa_immagini/blob/main/130.jpg?raw=true,Santa Margherita da Cortona,"Terziaria francescana (1247-1297), ricordata dopo la canonizzazione del 1728 nel paese in cui prese gli ordini e morì. La statua, ultimata nel 1749, fu collocata nel 1776; i leoni di bronzo sono di Giovanni Lapi.",1776,Pompilio Ticciati,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8d/c9/25/p-20200708-103733-largejpg.jpg?w=800&h=-1&s=1,Personaggio realmente esistito,"43,2721187","11,9831245",
131,https://github.com/dersuchendee/Mappa_immagini/blob/main/131.jpg?raw=true,Monumento alla donna partigiana “La Tavola del Pane”,Il titolo probabilmente evoca un episodio della Resistenza in cui una donna offrì la propria tavola del pane per costruire una cassa per la sepoltura.,2007 ca.,Andrea Ciampini,di Giovanni Baldini,http://www.resistenzatoscana.org/monumenti/529/,Figura anonima collettiva,"43,4041199","10,8609499",
132,https://github.com/dersuchendee/Mappa_immagini/blob/main/132.jpg?raw=true,Tributo a Dina Ferri,Intende omaggiare la poetessa (1908 -1930) all’ingresso del suo paese natale.,2006,Andrea Roggi,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=26555&myword=dina,Personaggio realmente esistito,"43,2617355","11,0444971",
133,https://github.com/dersuchendee/Mappa_immagini/blob/main/133.jpg?raw=true,Monumento a Santa Caterina da Siena,"Patrona d’Italia (1347-1380), ricordata con questa statua nella città natale. È collocata davanti al bastione San Domenico della fortezza medicea e rivolta verso la basilica omonima.",/,/,,https://it.worldorgs.com/Catalogare/siena/scultura/statua-di-santa-caterina-benincasa,Personaggio realmente esistito,"43,3207137","11,3240485",
134,https://github.com/dersuchendee/Mappa_immagini/blob/main/134.jpg?raw=true,Monumento a Santa Lucia,"Martire cristiana (283-304), patrona di ciechi, oculisti ed elettricisti.",/,/,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=9529,Personaggio realmente esistito,"43,3166889","11,8138164",
135,https://github.com/dersuchendee/Mappa_immagini/blob/main/135.jpg?raw=true,Lavandaia,"Spostata di recente in posizione defilata, è stata oggetto di vari atti vandalici e viene chiamata “Puppona” dai massesi. Un meccanismo, non più funzionante, le faceva sgorgare l’acqua dai capezzoli scoperti alla tinozza che regge. È un omaggio all’autore di origine massese che ha un museo dedicato a pochi passi. ",1999,Gigi Guadagnucci,,https://www.finestresullarte.info/attualita/20-statue-piu-brutte-d-italia,Figura anonima collettiva,"44,0206052","10,1278771",
136,https://github.com/dersuchendee/Mappa_immagini/blob/main/136.jpg?raw=true,"Colloquium
“Abbraccio tra Dino Campana e Sibilla Aleramo”","Intende omaggiare la poetessa e scrittrice Sibilla Aleramo (1876-1960) e il poeta Dino Campana (1885-1932), nella località in cui lui morì. L’opera ricorda la loro breve e sofferta relazione sentimentale. Collocata nel settantesimo anniversario dello spostamento delle spoglie di Campana nella chiesa di San Salvatore a Badia a Settimo.",2016,Valentino Moradei Gabbrielli,,https://gozlinusvalva.wordpress.com/2018/06/28/crocevia-di-esistenze/,Personaggio realmente esistito,"43,7804928","11,1447696",
137,https://github.com/dersuchendee/Mappa_immagini/blob/main/137.jpg?raw=true,La Zigherana ,Voluta dal “Comitato Monumento alla Zigherana” per ricordare le donne lavoratrici della Manifattura Tabacchi di Borgo Sacco.,2012,Livio Conta,"di Tomasifrancesca - Own work, CC BY-SA 4.0",https://commons.wikimedia.org/w/index.php?curid=105459775,Figura anonima collettiva,"45,8834725","11,0215495",
138,https://github.com/dersuchendee/Mappa_immagini/blob/main/138.jpg?raw=true,Santa Barbara,"Copia in bronzo da una statua del 1917 di Johann Baptist Moroder, scultore originario del paese.",1991,Johann Baptist Moroder,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=20508&myword=barbara,Personaggio realmente esistito,"46,5756932","11,6682927",
139,https://github.com/dersuchendee/Mappa_immagini/blob/main/139.jpg?raw=true,Monumento a Elisabetta d’Austria,"Ricorda l’imperatrice (1837-1898), nella città in cui trascorse gli inverni dai 33 ai 52 anni. Durante il ventennio l’opera è stata spostata in una posizione defilata del parco, ma nel 1977 è stata ricollocata in quella originale.",1903,Hermann Klotz,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/86/b4/50/photo1jpg.jpg?w=1200&h=-1&s=1,Personaggio realmente esistito,"46,6690389","11,1650038",
140,https://github.com/dersuchendee/Mappa_immagini/blob/main/140.jpg?raw=true,Monumento a Colomba Antonietti,"Patriota (1826 -1849), ricordata anche sul Gianicolo. Morì giovane nell'assedio di Porta San Pancrazio a Roma. Il monumento la omaggia nel paese natale, l’assetto attuale è del 1964, ma alcune parti sono della versione precedente di Vincenzo Rosignoli del 1910.",1964,/,,https://www.assisivirtual.com/bastia/pagine_foto/10.htm,Personaggio realmente esistito,"43,0673454","12,5497296",
141,https://github.com/dersuchendee/Mappa_immagini/blob/main/141.jpg?raw=true,Santa Rita da Cascia,"Santa (1371-1457) ricordata nel paese in cui prese i voti nel 1407 e risiedette fino alla morte. L’opera, collocata al centro di una rotonda, è stata donata dal Libano.",2015,Nayef Alwan,"di Jordiferrer, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:2016_Statua_monumentale_di_Santa_Rita_(via_roma_-_viale_cavour_-_cascia).jpg,Personaggio realmente esistito,"42,7214404","13,0149909",
142,https://github.com/dersuchendee/Mappa_immagini/blob/main/142.jpg?raw=true,Santa Veronica Giuliani,"Santa e mistica (1660-1727) ricordata nel paese in cui prese i voti, diventò badessa e risiedette fino alla morte.",1989,/,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=8848,Personaggio realmente esistito,"43,4624214","12,2367723",
143,https://github.com/dersuchendee/Mappa_immagini/blob/main/143.jpg?raw=true,Maria Teresa Fasce,"Beata e badessa (1881-1947). La statua la vede accompagnata da due bambini ed è collocata sul viale con conduce al santuario, da lei fondato, dedicato a santa Rita da Cascia ",ante 1993,Eros Pellini,"di Jordiferrer, CC BY-SA 4.0, via Wikimedia Commons",https://commons.wikimedia.org/wiki/File:2016_Santuario_di_Santa_Rita_(Cascia)_02.jpg,Personaggio realmente esistito,"42,7189586","13,0126914",
144,https://github.com/dersuchendee/Mappa_immagini/blob/main/144.jpg?raw=true,Cecilia,"Leggendaria modella e amante del pittore Giorgione, originario del paese. Oggetto di vari atti vandalici.",2001,Sergio Comacchio,Mi Riconosci,,Personaggio letterario o leggendario,"45,6733246","11,9272061",
145,https://github.com/dersuchendee/Mappa_immagini/blob/main/145.jpg?raw=true,Monumento alla Partigiana veneta,"Collocata nel 1969 (ma realizzata tra 1964 e 1968) sostituisce quella realizzata da Leoncillo distrutta dai fascisti. È raffigurata morta, sulla stessa base di Carlo Scarpa, a filo d’acqua. La versione precedente vedeva la partigiana stante e pronta all’azione.",1969,Augusto Murer e Carlo Scarpa,,https://www.venetoinside.com/it/aneddoti-e-curiosita/post/monumento-alla-partigiana-giardini-della-biennale/,Figura anonima collettiva,"45,4283272","12,3569031",
146,https://github.com/dersuchendee/Mappa_immagini/blob/main/146.jpg?raw=true,Monumento alla famiglia trentina,"Promosso dalla Galleria Civica di Arte Contemporanea di Trento, ritrae i Giuliani, famiglia selezionata come rappresentativa della comunità trentina, grazie anche al “senso di armonia che li contraddistingue, sia dal punto di vista plastico che psicologico”. L’intento dichiarato è celebrare l’ordinario. È stato oggetto di contestazioni perché ritenuto una rappresentazione tradizionalista e stereotipata.",2007,"
Gillian Wearing","di Niccolò Caranti, CC BY-SA 4.0",https://commons.wikimedia.org/wiki/File:Monumento_alla_Famiglia_Trentina_(Trento)_01.jpg,Gruppo di figure anonime collettive,"46,071101","11,1203705",
147,https://github.com/dersuchendee/Mappa_immagini/blob/main/147.jpg?raw=true,Liang Shanbo e Zhu Yingtai,"Personaggi di una leggenda cinese, sono amanti sfortunati come Giulietta e Romeo. Donati dalla città cinese di Ningbo, di cui erano originari, nell’ambito di un gemellaggio con Verona.",2008,/,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=23655&myword=giulietta,Personaggio letterario o leggendario,"45,4345066","10,9970474",
148,https://github.com/dersuchendee/Mappa_immagini/blob/main/148.jpg?raw=true,Lavandaia,"Realizzata in legno, ricavata da albero storico. Collocata nei pressi del lavatoio comunale.",2019,Adriano Danzo,"di MarcoCrosara, CC BY-SA 4.0 ",https://commons.wikimedia.org/wiki/File:Le_lavandaie.jpg,Figura anonima collettiva,"45,7122056","11,3630394",
149,https://github.com/dersuchendee/Mappa_immagini/blob/main/149.jpg?raw=true,Monumento agli artigiani,"Collocato al centro di una rotonda, raffigura dieci professioni di cui tre femminili: parrucchiera, sarta e una non identificata.",2004,Nicola Zamboni e Sara Bolzani,,"https://www.google.it/maps/@44.5070719,11.41362,3a,37.5y,90.23h,94.78t/data=!3m6!1e1!3m4!1sDQ-y2XCqyUGJ9u4Yf7oWYQ!2e0!7i16384!8i8192",Gruppo di figure anonime collettive,"44,5071978","11,4137127",
150,https://github.com/dersuchendee/Mappa_immagini/blob/main/150.jpg?raw=true,Santa Rosa,"Collocata sopra Porta Romana, tra gli stemmi di Innocenzo X e Clemente XI. È la patrona della città.",/,/,"di Sailko - Opera propria, CC BY 3.0",https://commons.wikimedia.org/w/index.php?curid=75188639,Personaggio realmente esistito,"42,4188048","12,1101004",
151,https://github.com/dersuchendee/Mappa_immagini/blob/main/151.jpg?raw=true,Monumento al tortellino,"Rappresenta una vicenda narrata da Giuseppe Ceri nel 1908 che vede protagonisti Venere e l’oste che ospitò lei, Marte e Bacco durante le battaglie tra bolognesi e modenesi narrate nella Secchia Rapita. L’oste spiò Venere e prese ispirazione dal suo ombelico per inventare il tortellino, la cui nascita si attribuisce a Castelfranco Emilia, appunto.",2006,Giovanni Ferrari,Mi Riconosci,,Personaggio letterario o leggendario,"44,5944247","11,0555545",
152,https://github.com/dersuchendee/Mappa_immagini/blob/main/152.jpg?raw=true,Monumento all'Emigrante abruzzese nel mondo,"Voluto dall’Associazione Pro Emigranti Abruzzesi e in particolare da Silvio Pretoro, promotore anche del gemellaggio tra Vasto e Perth.",1986,Aldo D'Adamo,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=24597,Gruppo di figure anonime collettive,"42,1148299","14,7109044",
153,https://github.com/dersuchendee/Mappa_immagini/blob/main/153.jpg?raw=true,Monumento agli emigranti agnonesi nel mondo,"Situato su un pendio verde affacciato sulla SP86 di Agnone, presso il presidio ospedaliero San Francesco Caracciolo. Rappresenta una famiglia nell'atto di partire.",2000,Ruggiero Di Lollo,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=14299,Gruppo di figure anonime collettive,"41,809204","14,3755545",
154,https://github.com/dersuchendee/Mappa_immagini/blob/main/154.jpg?raw=true,Monumento all'Emigrante ,Vede una donna incinta è seduta a fianco di un uomo. La targa ricorda il contributo di ditte ed imprese locali alla realizzazione del monumento.,2001,/,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=1328&myword=emigrante,Gruppo di figure anonime collettive,"45,6718659","12,1664897",
155,https://github.com/dersuchendee/Mappa_immagini/blob/main/155.jpg?raw=true,Monumento a Santa Barbara ,"Santa protettrice di chi affronta il pericolo, il fuoco e gli esplosivi... è la patrona del paese. La statua venne eretta a ricordo di un bombardamento dell'agosto 1944 che mancò la chiesa piena di sfollati che avevano cercato riparo.",1946,/,,https://www.pietredellamemoria.it/wp-content/uploads/2017/03/2017-03-19_19-44-49.jpg,Personaggio realmente esistito,"43,7657301","12,8132082",
156,https://github.com/dersuchendee/Mappa_immagini/blob/main/156.jpg?raw=true,Santa Barbara,"Santa protettrice di chi affronta il pericolo, il fuoco e gli esplosivi e quindi di vigili del fuoco, marina militare, artificieri, artiglieri, minatori, architetti. La statua è stata eretta dalla sezione Artiglieri di Pontida, come testimoniano la dedica frontale, la spada sul lato destro del basamento (simbolo del Corpo) e l'obice a fianco, parte del complesso. ",1966,/,,https://mapio.net/pic/p-9153457/,Personaggio realmente esistito,"45,7313036","9,5023751",
157,https://github.com/dersuchendee/Mappa_immagini/blob/main/157.jpg?raw=true,Monumento a Irma Marchiani,"Partigiana con il nome di ""Anty"", vice comandante del Battaglione ""Matteotti"" della Divisione Garibaldi ""Modena"" (1911-1944), venne fucilata a Pavullo dove sorge il monumento in sua memoria. Nella targa sono ricordati tre partigiani che vennero fucilati insieme a lei.",1970,/,"di Pivari.com, CC BY-SA 4.0, attraverso Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Monumento,_Irma_Marchiani,_Anty,_Pavullo.jpg",Personaggio realmente esistito,"44,3373334","10,8346137",
158,https://github.com/dersuchendee/Mappa_immagini/blob/main/158.jpg?raw=true,Monumento alla famiglia umana,"Scolpito dall'artista per il suo paese natale in occasione del 35° anniversario della Liberazione, il monumento rappresenta una famiglia, simbolo di tutte le famiglie interessate dalle dolorose vicende di guerra. ",1979,Venturino Venturi,,"di Archivioventurinoventuri - Opera propria, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=83456543",Gruppo di figure anonime collettive,"43,5881677","11,6259551",
159,https://github.com/dersuchendee/Mappa_immagini/blob/main/159.jpg?raw=true,"Monumento ""Al dolore di tutte le madri""","Commissionato dal gruppo Alpini di Garesso, raffigura un alpino anonimo e la madre, si riferisce idealmente a tutte le madri di figli in guerra. Nel 2000 è stata aggiunta la recinzione.",1958,Luigi Valerisce,,https://www.pietredellamemoria.it/wp-content/uploads/2019/02/2019-02-04_16-08-50_745383.jpg,Gruppo di figure anonime collettive,"44,2014908","8,0170911",
160,https://github.com/dersuchendee/Mappa_immagini/blob/main/160.png?raw=true,Spigolatrice,Collocata in uno spiazzo erboso di fronte ad un centro sociale.,2007,Sara Bolzani,,"https://www.google.com/maps/@44.5498901,11.4463381,3a,37.5y,42.94h,95.62t/data=!3m8!1e1!3m6!1sAF1QipOguNeuELWY7X8p6PxGu7p1j4Uk64NU5nlm6aft!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOguNeuELWY7X8p6PxGu7p1j4Uk64NU5nlm6aft%3Dw203-h100-k-no-pi-0-ya169.19109-ro0-fo100!7i6144!8i3072?hl=it",Figura anonima collettiva,"44,5497385","11,4471096",
161,https://github.com/dersuchendee/Mappa_immagini/blob/main/161.jpg?raw=true,Monumento alla donna,Due figure femminili. L’artista è autore di diverse statue pubbliche tra Mantova e provincia.,1974,Giuseppe Gorni,"di Pivari.com - Opera propria, CC BY-SA 4.0",https://commons.wikimedia.org/w/index.php?curid=65972794,Altro,"45,1575992","10,7897721",
162,https://github.com/dersuchendee/Mappa_immagini/blob/main/162.jpg?raw=true,Conversazione,"Opera del 1951 collocata nel 2016 a seguito della donazione della figlia dell’artista. Rappresenta tre contadine impegnate in una conversazione, una di loro ha un bambino in braccio. Omaggia l’artista (autore di varie statue pubbliche tra Mantova e provincia) e intende riqualificare l’area.",2016,Giuseppe Gorni,"memedesimo, CC BY-SA 2.0",https://commons.wikimedia.org/wiki/File:Conversazione._Giuseppe_Gorni.jpg,Altro,"45,1562452","10,7922998",
163,https://github.com/dersuchendee/Mappa_immagini/blob/main/163.jpg?raw=true,Monumento alla staffetta partigiana,Promosso dall’ANPI di Castel Bolognese con il patrocinio del Comune e della Regione Emilia Romagna.,2019,Alberto Mingotti,,https://anpicastelbolognese.altervista.org/le-foto-dellinaugurazione-monumento-dedicato-aalla-staffetta-dell-8-giugno-2019/,Figura anonima collettiva,"38,9547112","16,2808703",
163,https://github.com/dersuchendee/Mappa_immagini/blob/main/163.jpeg?raw=true,Santa Maria Goretti,Martire (1890-1902) uccisa a undici anni durante un tentativo di stupro. Ricordata davanti a una chiesa a lei dedicata; durante l’inaugurazione si è pregato per le donne vittime di violenza.,2021,Maurizio Carnevali,,https://www.corrieredilamezia.it/chiesa/2021_10_22/lamezia-terme-posizionata-statua-che-ricorda-santa-maria-goretti-davanti-chiesa-a-lei-dedicata_10402,Personaggio realmente esistito,"44,3187547","11,7991302",
164,https://github.com/dersuchendee/Mappa_immagini/blob/main/164.jpg?raw=true,Mariele Ventre,Fondatrice e direttrice del Piccolo Coro dell’Antoniano (1939 -1995). Ricordata nella città natale del padre.,anni ‘90,/,,https://www.talentilucani.it/marsiconuovo/,Personaggio realmente esistito,"40,4229117","15,7335566",
165,https://github.com/dersuchendee/Mappa_immagini/blob/main/165.jpg?raw=true,"“Emancipazione 90”
Statua dedicata alle donne","Collocata su una terrazza panoramica di piazza Otto Marzo, vede una figura femminile nuda uscire da una sorta di involucro di marmo. Il sito del Comune precisa che “l'intento dell'artista è mettere in evidenza come la donne e nel contempo tutta la cultura sarda, vogliano liberarsi dai retaggi per rinascere e orientarsi verso una nuova situazione”. È stata oggetto di vari atti di vandalismo e “l’artista ha voluto mettere in evidenza in fase di restauro le violenze subite dalla statua per sottolineare come ogni atto di violenza subita dalle donne può rimarginarsi ma rimane comunque un tratto indelebile che segna ogni decisione futura”.",1990,Luigi Taras,,http://www.sardegnadigitallibrary.it/index.php?xsl=2436&id=63921,Altro,"40,1367871","8,8357457",
166,https://github.com/dersuchendee/Mappa_immagini/blob/main/166.jpg?raw=true,Lampada senza luce,"Figura femminile di chiara ispirazione michelangiolesca, posta al centro di una fontana non più attiva. Ha gli occhi chiusi e con un piede schiaccia una testa maschile, azione che ha fatto ritenere la statua un’opera femminista. Secondo alcune interpretazioni la testa in questione è quella di Mussolini. È chiamata “Pupa” dai cittadini e durante il ventennio è stata oggetto di diverse contestazioni perché nuda.",1928,Gaetano Martinez,,https://it.worldorgs.com/Catalogare/galatina/scultura/la-pupa-lampada-senza-luce,Altro,"40,1745484","18,168201",
167,https://github.com/dersuchendee/Mappa_immagini/blob/main/167.jpg?raw=true,Busto di vecchia cadorina,"Collocato a seguito della donazione di Julia Guidi, diversi decenni dopo la sua realizzazione, intende celebrare la donna di Cadore “madre e moglie degli emigranti”. La recente didascalia la definisce “faro di un’operosa stirpe di emigranti”.",2010,Annibale de Lotto,"di Verozmp, Public domain, attraverso Wikimedia Commons",https://commons.wikimedia.org/wiki/File:DonnaCadorina1.jpg,Figura anonima collettiva,"46,4126972","12,3280222",
168,https://github.com/dersuchendee/Mappa_immagini/blob/main/168.jpg?raw=true,Bagnante,"Realizzata nel 1956, ma collocata nel 2005, fa parte del Museo all’Aperto Bilotti. ",2005,Emilio Greco,,https://www.cultura.cosenza.it/luoghi/m-a-b-museo-allaperto-carlo-bilotti/,Figura anonima collettiva,"39,2987355","16,253557",
169,https://github.com/dersuchendee/Mappa_immagini/blob/main/169.jpg?raw=true,L’attesa,"Collocata su uno scoglio, la targa precisa: “la scultura eterna la famiglia del navigante in trepidante attesa del suo ritorno. Le cinque fiigure celebrano l'immagine solenne della moglie, dei figli, della madre e quella patriarcale del nonno al quale si stringe con tenerezza la dolce bambina”. L’opera è realizzata in bronzo da Francesconi e riproduce l’originale in legno di Biancalana del 1947.",2007,Inaco Biancalana e Gionata Francesconi,,https://it.worldorgs.com/Catalogare/viareggio/attrazione-turistica/monumento-lattesa#,Gruppo di figure anonime collettive,"43,8636238","10,2399968",
170,https://github.com/dersuchendee/Mappa_immagini/blob/main/170.jpg?raw=true,Monumento ai Caduti per l'Indipendenza e per la Libertà d'Italia e ad Anita Garibaldi,"Noto come monumento ad Anita Garibaldi, venne approvato nel 1882 per celebrare sia Ana Maria de Jesus Ribeiro da Silva (1821-1849), “moglie e compagna di gloria e di sventura di Giuseppe Garibaldi”, che i “ravennati che morirono sul patibolo, nelle carceri, in guerra e in esilio”. La statua collocata sul basamento è la personificazione della città che incorona un soldato caduto, due bassorilievi nel basamento mostrano Anita a cavallo e Garibaldi con il braccio il suo corpo esanime. Poco distante è collocato un monumento a Giuseppe Garibaldi del 1892.
https://bbcc.ibc.regione.emilia-romagna.it/pater/loadcard.do?id_card=170102# ",1888,Cesare Zocchi,"di Walber - Opera propria, CC BY-SA 4.0",https://commons.wikimedia.org/w/index.php?curid=71106223,Personaggio realmente esistito,"44,4183426","12,204273",
171,https://github.com/dersuchendee/Mappa_immagini/blob/main/171.jpg?raw=true,Monumento ai nonni,"La targa riporta una citazione di Papa Francesco ""I giovani sono importanti perché costruiscono la storia, ma i nonni sono importanti nella vita della famiglia per comunicare quel patrimonio di umanità e di fede che è essenziale per ogni società"".",2017,Mario Nebiolo,,https://trucioli.it/2017/04/29/ceriale-da-amare-inaugura-e-dedica-un-monumento-ai-nonni-e-il-primo-in-liguria/,Gruppo di figure anonime collettive,"44,0996843","8,2358024",
172,https://github.com/dersuchendee/Mappa_immagini/blob/main/172.jpg?raw=true,La strega,"Copia in bronzo realizzata da Gianantonio Cristalli, l’originale di Cristoforo Marzaroli è in gesso e si data tra 1866 e 1867.",2006,Cristoforo Marzaroli,"di Cloppj - Opera propria, Pubblico dominio",https://commons.wikimedia.org/w/index.php?curid=1766849,Personaggio letterario o leggendario,"44,8151815","9,9823292",
173,https://github.com/dersuchendee/Mappa_immagini/blob/main/173.jpg?raw=true,Jennifer,"Raffigura una ragazza in fase preadolescenziale, e come indica l'iscrizione, vuole essere un omaggio alla “grazia femminile”.",2009,Folco Romanelli,,"https://www.google.it/maps/@42.8152955,10.4267782,3a,30y,1.56h,88.88t/data=!3m6!1e1!3m4!1ssm3hv9XfD2A5T5ojfqSYuw!2e0!7i16384!8i8192",Altro,"42,8152206","10,4268233",
174,https://github.com/dersuchendee/Mappa_immagini/blob/main/174.jpg?raw=true,"Statua 8 marzo
“Noi per le donne”","Inaugurata l’otto marzo, commissionata e donata da Club Inner Wheel di Albano al Comune di Albano Laziale, vede una donna liberarsi dalle catene, mentre i suoi piedi sono inseriti in un globo. Secondo il Presidente del Consiglio Comunale l’intento dell’opera è “ribadire il concetto di Libertà e di emancipazione della donna ogni giorno, in ogni settore e nella società”. https://www.metamagazine.it/inaugurata-ad-albano-laziale-statua-dedicata-all8-marzo/",2014,Manuel Pettinelli,,https://xgress.com/p/5c22366d816b2431635e9828,Altro,"41,7296024","12,6583374",
175,https://github.com/dersuchendee/Mappa_immagini/blob/main/175.jpg?raw=true,Fontana della Pastorella,"Finanziata in gran parte da Papa Leone XIII, raffigura una pastora, lavoro molto diffuso nel territorio. Indossa il tipico costume ciociaro.",1889,Ernesto Biondi,,https://media-cdn.tripadvisor.com/media/photo-s/08/b6/58/3d/fontana-della-pastorella.jpg,Figura anonima collettiva,"41,65593","13,109868",
176,https://github.com/dersuchendee/Mappa_immagini/blob/main/176.jpg?raw=true,La madre rurale,"Nota anche come “Portatrice del pane”, è collocata insieme a “La madre” dello stesso autore nel giardino pubblico di Palazzo M, che presenta una pianta a forma di M,. Fino agli anni ‘60 ornava con altre statue dello stesso autore l’esterno della Casa del Contadino, sempre a Latina.",1938,Ulderico Conti,,https://artbonus.gov.it/117-5-le-due-statue-di-ulderico-conti-rappresentanti-%E2%80%9C-la-madre-rurale-%E2%80%9C-e-%E2%80%9C-la-madre%E2%80%9D.html,Figura anonima collettiva,"41,4629958","12,9036398",
177,https://github.com/dersuchendee/Mappa_immagini/blob/main/177.jpg?raw=true,La madre ,"Collocata insieme a “La madre rurale”, dello stesso autore, nel giardino pubblico di Palazzo M, che presenta una pianta a forma di M,. Fino agli anni ‘60 ornava con altre statue dello stesso autore l’esterno della Casa del Contadino, sempre a Latina.",1938,Ulderico Conti,,https://artbonus.gov.it/117-5-le-due-statue-di-ulderico-conti-rappresentanti-%E2%80%9C-la-madre-rurale-%E2%80%9C-e-%E2%80%9C-la-madre%E2%80%9D.html,Figura anonima collettiva,"41,46282","12,90355",
178,https://github.com/dersuchendee/Mappa_immagini/blob/main/178.jpg?raw=true,Maestà sofferente,"Realizzata nel 2019 e donata dall’autore alla città, intende rappresentare la violenza sulle donne e vede una “poltrona dalle sembianze femminili”, “trafitta da 400 frecce” e con “una palla poggiapiedi collegata ad essa da una catena”. È circondata da sei animali feroci che rappresenterebbero la violenza maschile. Inaugurata nella Giornata Internazionale dei diritti delle donne, è la prima opera a popolare il costituendo Parco Sculture di fronte alla fiera, poco dopo è stato collocato vicino il toro “Possanza”. È stata oggetto di contestazioni femministe.",2021,Gaetano Pesce,,https://www.estense.com/?p=898237,Altro,"44,8138974","11,5850716",
